好山一窗足	佳景四时宜
风和日丽送玉兔	水秀山青接神龙
五谷丰登家家喜	三春锦绣处处新
公粮早送心常乐	嘉谷丰收国自安
丰收美景千山锦	致富红花万里香
山青水秀宜耕田	春夏秋冬景色鲜
人强马壮康乐日	囤满仓流富裕年
福星高照家富有	大地回春人安康
爆竹刚唱丰收曲	春风又开富裕门
致富花开青山意	欢声震耳赤子心
五福百福全家福	千春万春遍地春
槽边不乏千里马	仓内常存万石粮
门庭春暖生花草	田亩年丰乐太平
春风暖发金钱树	甘雨浇开富贵花
百福尽随新节至	千祥俱向早春来
掌握科技创大业	黄土育出金和玉
五谷丰登农家乐	四季增收岁月甜
东风习习千丛绿	旭日彤彤万户春
美酒千杯祝盛世	花灯万盏贺新春
致富路上迎新岁	责任田头接早春
光景富裕千载好	山河秀丽四时春
歌声新奏迎春曲	科学精耕责任田
父勤耕耘儿勤书	子孙代代不受愚
春夏秋冬春为首	梅桃李杏梅占先
户户拜年谈举措	家家贺喜话宏图
猪马牛羊六畜旺	荷花菱藕一池香
举足迎春春早到	抬头见喜喜盈门
新年共享丰收乐	盛节同开创业篇
居家同心无难事	邻里和睦共春晖
南岭雪梅开五福	神州喜鹊报三春
金网荡碎满江月	银舱鼓起一帆风
桃柳争催春烂漫	云霞长拥日光华
点点轻舟腾巨浪	阵阵渔歌卷春风
喜捉肥鱼撒大网	欢弄浪花唱新歌
千峰苍翠吐春意	万顷碧波浴朝晖
江山除腐春永驻	神州改革绿已深
绿满林区山滴翠	春回茶场路飘香
春去春来春常在	庆欢庆乐庆有余
往年美景留不住	今春风光驻家园
酉鸡伴随银冬去	戌狗迎着金春来
靠科技六畜兴旺	凭勤劳五谷飘香
山青水绿景色好	草茂花香牛羊肥
杨柳舒眉观新岁	田园醒眼换绿装
园中果木春无数	塞上山林画不尽
迎新春家宁国泰	逢盛世人寿年丰
群山碧千峰竞秀	众河清百舸争流
雪映红梅开笑脸	风翻绿竹谱新诗
熙春渔港千帆集	出海云涛万网张
富进千家家家喜	福驻万户户户春
一海浪涛一海笑	满船歌声满船鱼
五讲四美人人美	万紫千红处处红
好山入座清如洗	佳树当窗翠欲滴
文明门第新风盛	礼貌人家春意浓
分耕包种年丰物阜	精兵简政民富国强
工富农富城乡富	山新水新天地新
万户千家争致富	大河小泊竞洗贫
多种经营四路进宝	全面发展八方生财
春染千畴时时绿	雨苏万物处处歌
万户箫歌赞盛世	千家诗画颂丰年
入耳歌声不分童叟	满眼绮丽难辨城乡
文明待客心常乐	礼貌经商品自高
布谷鸟声声催播谷	迎春花朵朵喜迎春
搞活流通加深改革	繁荣经济稳定市场
绿染千畴挥锄夺宝	春临大地洒汗成金
乘东风划破千层浪	操船舵满载万担鱼
操舵扬帆渔歌飘海	乘风破浪锦鳞满舱
千里松涛无山不绿	万顷麦浪有地皆黄
植树造林包装大地	栽花种柳点缀山河
水秀山青阳春有脚	年丰人寿幸福无边
植柏植松无山不绿	栽杨栽柳有岭皆春
克勤克俭万事荣兴	勤俭持家人人富裕
户户家家同致富	行行业业共繁荣
六和三阳福如东海	五讲四美德若泰山
有农有副百业发展	门迎绿水荷藕满塘
春风又绿千顷地	肥水重入万亩田
山青水秀阳春有脚	人寿年丰幸福无边
集体道同结幸福果	责任制竞开富裕花
足食丰衣家财旺	荣华昌盛国运兴
千里遥途始于足下	四化大业创自手中
商海遨游勇者胜	市场竞争智为先
春风吹开万朵春蕾	新年展现千幅新图
沃野千里生财有道	良田万顷劳动致富
国泰民安四化有望	风调雨顺五谷丰登
靠市场生财多路	凭智慧致富有方
勤俭持家家家福裕	改革创业业业兴旺
民安国泰千门接喜	地瑞天祥万户迎春
四海同心惠风和扬	万民交庆化日舒长
文明村里花香鸟语	责任田头日丽风和
牛奋四蹄虎添双翼	人增干劲国奔小康
花香鸟语人勤春早	风和景明民乐年丰
春到山欢水笑人乐	时来国昌家和民富
万紫千红百花齐放	三江四海五谷丰登
春暖花开同迎丽日	人强马壮共夺丰收
红旗舞东风五湖泛彩	丰年兆瑞雪四海同春
农林牧副渔业业兴旺	油盐柴米布样样有余
五谷丰登喜迎大有日	六畜兴旺好过太平年
艳阳照大厦春华竞发	甘露洒人间瑞气勃生
山乡柳绿桃红春意闹	农家稻花香里唱丰年
富源常开勤俭通富路	春光永驻改革报春华
双手茧花结出丰收果	一身汗水浇开幸福花
鹊闹红梅村村传捷报	童嬉绿野处处闻笙歌
笑语欢歌喜庆农家乐	名诗佳画大赞神州春
家有聚宝盆招财进宝	院栽摇钱树致富生钱
发家无巧勤劳为根本	致富有道科技做靠山
张灯结彩欢庆丰收岁	笑语欢歌喜迎艳阳春
十亿神州共驰千里马	四化建设更上一层楼
和风吹绿野人勤春早	祥云吐细雨物阜年丰
雪铺富裕路银光闪闪	鹊叩幸福门喜报声声
元宵灯下畅饮丰收酒	除夕宴上欢唱迎春歌
美美美日子愈过愈美	甜甜甜生活越来越甜
先富后富靠劳动致富	兴家养家须勤俭持家
年复年年年气象更新	岁连岁岁岁捷报频传
九天春雷开中华泰运	四海欢歌庆改革奇功
五讲四美新风拂大地	万紫千红春光耀人寰
村旁小溪流来幸福水	门前大道通向金银山
金鼓点点载起迎春舞	银弦悠悠伴奏百花歌
红旗舞东风五湖似画	瑞雪兆丰年四海皆春
田野欣临春风春雨春景	万家喜有新谷新财新家
渔歌互答齐唱丰收乐	同船相邀同绘闹春图
五谷飘香香透千山万壑	双燕报喜喜盈四舍三邻
人康物阜侨乡放春色	国泰年丰四化展宏图
生产致富送走一穷二白	勤俭节约迎来万紫千红
世开新局九州歌大治	党拓鹏程万众步小康
发展多种经营财源茂盛	大搞科学种田五谷丰登
牧笛悠悠草原牛羊走	鞭花朵朵塞上骏马驰
紫燕高飞剪开千里云雾	布谷欢歌唤起万家春耕
开门见喜个个心花怒放	过岁迎新人人笑逐颜开
年年进宝年年添福年年乐	岁岁招财岁岁有余岁岁欢
犁刀如剪裁就满园春色	锄头似笔写出致富新篇
喜村寨五谷丰登粮山棉海	看城乡一派兴旺车水马龙
有三卷引路信前程远大	看红梅开脸歌生意兴隆
泰运宏开五谷丰登歌大有	春光明媚百花齐放庆升平
科技村文明村村村兴旺	专业户重点户户户丰收
暖雨迷蒙携镢宽山齐植树	春风飘拂扶犁耕野竞分秧
春风春雨送来九州春色	新天新地造就一代新人
锣鼓喧天处处春风报喜讯	彩旗映日家家喜酒贺丰年
八音响彻八方八方致富	七色光临七曜七曜增辉
法治安民田增五谷人增寿	政策顺意春满九州福满门
炎黄子孙佳风勤劳俭朴	中华民族本色果敢坚强
东风浩荡穷乡僻壤皆生色	秋雨淋漓废井颓垣亦刷新
杏雨飞红喜织千家春色	春风似剪裁成锦锈江山
比贡献夺丰收共驰千里马	赛雄心创高产更上一层楼
一夜连双岁岁岁六畜兴旺	五更分两年年年五谷丰登
靠政策致富家家金流玉淌	凭科学发家户户囤满仓溢
田有嘉禾时望春风时望雨	宅无别物半藏农器半藏书
俯首低吟百年诗赋萦头脑	高瞻远瞩万里风云入壮怀
辞旧岁喜丰收共饮庆功酒	迎新春看美景合力夺丰年
六出飞花喜见工农传捷报	九州春晓争攀科技最高峰
一曲农家乐乐满家家户户	千盏透杯香香遍寨寨村村
体制革新社会繁荣臻大治	边防巩固人民安乐庆升平
金鸡报晓共唱天下春色美	黄龙新跃喜看中华气势雄
致富有方人民生活步步高	安邦得法祖国面貌日日新
湖水碧绿群群鲜鱼待撒网	春光明媚匹匹骏马好腾蹄
北斗回寅万户金鸡争唱晓	东风送暖九霄玉兔喜迎春
翠柳九行喜迎白鹤栖渔户	碧波千顷笑送红鲤跃龙门
改革时代万民康乐齐称好	开放岁月经济腾飞再登高
冰消雪化好河山五光十色	冬去春来新岁月百态千姿
勤俭建国心血谱写丰收曲	艰苦创业汗水浇开幸福花
竹翠梅香共喜春光融画卷	旗红日灿同挥热汗写诗篇
山美水美春光美宏图更美	人新事新年代新伟业长新
日新月异千树红花映丽日	水唱山欢万张笑脸迎芳春
会管理善经营致富全靠政策	沐朝阳沾雨露丰收不忘国家
大地回春山山水水风光美	政策归心行行业业气象新
你进步，我进步，人人进步	户文明，村文明，处处文明
梅花朵朵，含苞吐蕊迎春到	瑞雪片片，漫野弥山兆丰年
盛世十亿歌十亿同歌歌盛世	新春九州乐九州共乐乐新春
绿野展门前喜看丰收歌盛世	春水接天长一网收来鱼满舱
中华巨龙腾飞光耀神州大地	东方睡狮猛醒声震寰宇长空
大地换新颜粮遍田陌歌遍野	山坡披彩装果满枝头笑满林
农为根本喜看农民发家致富	学为专长欣闻学子磨砺成材
龙飞凤舞万里蓝天春晖无限	人欢马叫九州大地气象万千
窗含春耕画图铁臂银锄翩翩舞	门迎丰收喜讯金珠王粒滚滚来
东南西北中齐促四化快发展	农林牧副渔共庆五业大丰收
勤劳致富吃好穿好住好生活好	政策归心天新地新家新气象新
山水田林路综合治理生财路广	农林牧副渔多种经营致富门宽
喜十亿神州人才辈出群星灿烂	乐四化宏图中兴在望捷报频传
柳绿桃红看大好河山皆成锦绣	春华秋实望无边田野尽是黄金
辞旧岁，人民十亿重添十倍劲	迎新年，四化建设更上一层楼
月圆花好看大地又沐春风瑞气	燕舞莺歌祝神州重开舜日尧天
瑞雪片片兆丰年家家迎春祝福	祥梅枝枝吐新蕾户户恭喜发财
农林牧副渔业业兴旺	油盐柴米布样样有余
异草奇花添几分春色	桩头盆景夺一代天工
岁通盛世共奏迎春曲	人逢华年同抒改革情
映日红梅香飘致富路	摇风疏柳绿染小康家
锄草庄稼旺挥锄夺宝	养猪积肥多变肥成金
装点江山林教千壑绿	造福后代水理万泉清
日丽风和山河添秀色	地灵人杰田野沐春风
促进购销方方皆顺畅	繁荣市场处处亦兴隆
看九州物华酒美人寿	喜八桂胜境鱼肥米香
植树造林青山长不老	种草栽花赤县永留芳
银燕穿云巧裁三春美景	金鸡报晓喜获五谷丰登
生产所需保证企业供应	日常百货满足人民要求
闹春耕十分汗水十分获	抢农时一寸光阴一寸金
利国利民广辟生财之道	兴家兴业多寻富裕之门
松柏拂春风山河弃旧貌	杨柳迎丽日田园着新装
实行因地制宜生财得道	发展多头经济致富有门
山水间到处献来金树	乡村地刹时腾起钢龙
充分利用水源水肥水美	科学管理鱼塘鱼大鱼多
一曲农家乐人随春意泰	千盏透杯香年共晓光新
鱼跃鸢飞滚滚春潮催四化	月圆花好融融喜气遍九州
铁臂银锄装点河山似锦	和风丽日沐浴大地皆春
松下围棋松籽每随棋子落	柳边垂钓柳丝常伴钓丝悬
精耕细作夺取丰收干劲大	奋发有为振兴中华贡献多
渔汛兴隆乐朝四海抛鱼网	锦鳞生色喜看五湖载半年
海倒山移春野无边翻稻浪	渠成水到乡村遍地荡银波
应群众所需供销日常用品	为民生服务收购农副物资
喜江南柏翠松青风光正好	望塞北梅红竹绿气象更新
顾客盈门买卖活经营有路	供销皆旺生意好聚财有方
四季香飘姹紫嫣红春不老	九州绿化茂林修竹草常青
购土产收山珍为农民着想	促产销卖农具供生产所需
翠柏苍松装成祖国千年秀	朝霞夕照染就江山万代红
礼貌经商衡量度公平交易	文明待客老中青一视同仁
渔手捕鱼五湖水族皆听命	船艇出航四海龙王助顺风
春雨秋风看大好河山都城锦绣	粮山棉海览无边景物尽古芳菲
举目看山山山葱葱山山宝	低头见水水水清清水水银
供其所需销其所售莫忘两肩重任	扶之以始持之以恒繁荣多种经营
柳绿桃红看大好河山皆成锦绣	春华秋实望无边田野尽是黄金
生产向前好机器宜及时养护	检修勤搞旧农具应努力翻新
春水接天长一网收来鱼满载	东风吹地暖千锄种下谷盈仓
供应日常杂货便利农村需要	售销工业物资任凭群众选挑
瑞雪染腊梅白里透红一两点	和风扬杨柳动中有静四五枝
经营品种多宜生产也宜消费	业务范围广管收购还管供销
城乡合办厂取长补短增加效益多贡献	工贸搞联营你产我销减少环节大兴隆
敢改敢革当实现四化先锋模范	肯学肯钻做经济建设里手行家
天上月圆人间月半月月月圆逢月半	今夜年尾明日年头年年年尾接年头
农村兴旺同庆丰收谷似金山棉似海	城市繁荣共迎新岁车如流水马如龙
行大道，立大法，昭大信，臻大治	庆新年，焕新猷，创新局，布新风
旧岁更新爆竹声声喜听去年奏佳音	新年伊始红灯盏盏欣望来岁锦添花
爆竹刚送丰收岁喜往昔步步增锦绣	红梅又迎跃进年看未来日日生光辉
党兴军旺	东风化雨
办事公道	对党忠诚
为人民服务	做群众公仆
民主春风劲	长城战鼓擂
实事求是	以身作则
伟业千古	福泽万年
春浓催四化	日暖励长征
四海风雷激	九州岁月新
法严政通	政策归心
先公后私	舍己为人
按政策办事	从实际出发
不坠青云志	勇攀泰山巅
春意无限	江山多娇
千秋业绩	一代风流
钢枪震敌胆	铁骑踏贼营
有公德乃大	无私品自高
国富民强	政通人和
九州安定	万众团结
英勇保祖国	光荣耀家乡
不矜威益重	无私功自高
胸怀国计	心惦民生
相信群众	依靠人民
真钢自有质	事业无穷年
神州春意满	大地颂声高
兴利去弊	除旧布新
雄心创伟业	妙手写春秋
军属人人敬	功臣个个夸
政善民皆喜	法严国永宁
实事求是	大公无私
伟业千古秀	神州万年青
苦战兵犹乐	功高将不骄
锦帚扫败叶	春雨发新芽
人民伟大	政策英明
劳动葆本色	廉洁亮高风
心齐江河变	志壮泰山移
有胆识骏马	无畏护良才
红日悬赤县	春风暖神州
大好前程似锦	革命重任如山
投鞭断流渡险	击鼓飞旗夺关
座上清茶依旧	国家景象常新
新曙遍玉宇	春光满神州
坚持群众路线	发扬民主作风
坚持四项原则	建设两个文明
实践检验真理	政策鼓舞人心
心怀十亿人民	胸装四化伟业
治国人民为主	安邦法律有章
军属门上光荣匾	战士胸前胜利花
一身正气祛邪气	两袖清风拂歪风
任劳任怨挑重担	全心全意为人民
加强法制顺民意	落实政策得人心
克己奉公昭正直	为民做仆倡清廉
铁面无私党风正	执法有据民心安
民气复苏地换貌	党风端正国增辉
愿与人民同甘苦	誓同山河共存亡
千家团圆英雄愿	万代和平战士心
十亿人民歌盛世	新年愉快仰东风
处处替人民作想	事事与群众商量
人民战士千古秀	革命英雄百世芳
军民团结如一人	试看天下谁能敌
一片丹心献四化	两袖清风为人民
政由德布宜崇德	官与民亲贵爱民
树立正气准则为镜	端正党风从我做起
光荣传统光荣史	英雄阵地英雄兵
千枝挺秀看朋辈	万物同春治干群
东风吹暖英雄门第	喜报映红光荣人家
鱼水情深花愈美	军民团结春更浓
四项原则立国本	三春乐章歌心声
政策英明百行兴旺	春风和暖万象更新
新春邻里传捷报	佳节锣鼓庆功臣
人民军队无敌手	和平事业有靠山
